age_of_child,child_gender,reporter_role,sentiment_score,text_length,risk_word_count,hours_per_day_on_social_media,device_type,complaint_text,                                    risk_ratio,labeled_risk
18,Female,Father,0.058333333,32,4,9,laptop,I am worried that he got into arguments and panic attacks when we tried to limit phone time; online use close to 9 hours per day. which is becoming a serious concern.,0.121212121,High
17,Male,Mother,0.016666667,27,0,6,tablet,"I am worried that she cries non-stop if wi-fi is cut; used to be social, now online 6 hours per day. and it is affecting daily life.",0,High
15,Male,Father,-1,40,5,8,laptop,"Over the past few months, the child has new friends only online, and avoids family time using devices about 8  hours per day. which is impacting behavior and routine. Situation is escalating with severe anxiety and withdrawal symptoms. ",0.125,High
16,Female,Mother,0.177777778,22,0,2,smartphone,"My daughter???????s daily social media usage is around 2 hours per day, mostly on weekends. No impact on studies or behavior observed",0,Low
14,Male,Mother,-1,51,7,10,smartphone,I am worried that she lies about her screen time and sneaks out to use social apps every evening; i'd estimate 10 hours per day. we have tried setting limits but it doesn't help. and I feel intervention is needed. Situation is escalating with sleep disruption and academic decline.,0.137254902,High
14,Female,Father,0.038888889,30,1,7,smartphone,"As a parent, I have observed that she watches  videos for entertainment doesn't stops when we ask; daily use about 7 hours per day. which is becoming a serious concern.",0.032258065,High
14,Female,Guardian,0.229166667,26,0,2,smartphone,"As a parent, I have observed that posts occasionally and keeps healthy offline relationships; daily use close to 2 hours per day. Still manage studies fine.",0,Low
14,Female,Father,-0.056666667,33,2,6,laptop,Lately I have noticed that shows withdrawal and aggression when challenged about screen time; spends roughly 6 hours per dayonline. recently their teacher informed me about this. which is becoming a serious concern.,0.058823529,High
17,Female,Father,0.058333333,38,2,3,smartphone,It has become clear that we as a family noticed that my 17-year-old skips school or is frequently absent because of meeting people from social media. usage around 3 hours per day. and it is affecting daily life.,0.051282051,Medium
15,Male,Guardian,-0.15,29,1,3,smartphone,"As a parent, I have observed that sometimes stays up late. average use 3 hours per day. the child hides their screen time. and it is affecting daily life.",0.033333333,Medium
18,Female,Father,0.166666667,26,0,4,laptop,I am worried that posts occasionally and doen't keeps healthy offline relationships; daily use close to 4 hours per day. which is impacting behavior and routine.,0,Medium
16,Male,Father,-0.15,33,1,6,smartphone,"I am concerned because plays online with friends ,doesn't stops for chores and family time; usually 6 hours per day. this behavior started a few months ago. and it is affecting daily life.",0.029411765,High
13,Male,Mother,-0.088888889,28,1,4,tablet,Lately I have noticed that mood swings happen but they are not tied to social media; screen time 4 hours per day. and it is affecting daily life.,0.034482759,Medium
12,Male,Father,0.144444444,37,0,7,smartphone,It has become clear that rarely eats or sleeps because of continuous social apps and gaming; i think it's about 7 hours per day. i am worried about the long-term effects. which is impacting behavior and routine.,0,High
15,Male,Father,0.015,28,0,4,smartphone,"Over the past few months, as a parent, i have observed my 15-year-old son online until late at night; their grades dropped significantly. which is becoming a  concern.",0,Medium
12,Female,Mother,-0.05,34,2,7,smartphone,"As a parent, I have observed that streams frequently without  keeps good attendance; typically around 7 hours per dayof use. this behavior started a few months ago. and it seems unhealthy and serious concern.",0.057142857,High
12,Female,Father,0.025,48,2,9,smartphone,"As a parent, I have observed that posts and takes part in dangerous online challenges and then got reprimanded at school; they use social media 9 hours per day. we have tried setting limits but it doesn't help. more frequently than before which is becoming a serious concern.",0.040816327,High
13,Female,Father,0.166666667,28,1,2,laptop,"I am concerned because uses social apps to chat with classmates, but rarely misses sleep. i'd say around 2 hours per day. and I feel intervention is needed.",0.034482759,Low
17,Male,Mother,-0.15,35,0,8,smartphone,Lately I have noticed that open about screen time and follows rules set by parents; daily average approximately 8 hours per day. this behavior started a few months ago. and it is affecting daily life.,0,High
10,Male,Guardian,-0.088888889,36,0,4,smartphone,"Lately I have noticed that follows hobby pages and maintains a balanced routine, using social media about 4 hours per dayeach day. recently their teacher informed me about this. and this worries me as a parent.",0,Medium
10,Female,Father,-0.022222222,39,1,9,laptop,It has become clear that my parent reports that their 10-year-old daughter spends about 9 hours per day on social media and has stopped doing homework. this behavior started a few months ago. which is impacting behavior and routine.,0.025,High
13,Male,Guardian,0,27,1,4,smartphone,"As a parent, I have observed that shows withdrawal and aggression when challenged screen time; spends 4 hours per dayonline. and this worries me as a parent.",0.035714286,Medium
18,Female,Mother,0.016666667,37,0,10,tablet,I am worried that uses tablet for learning and occasional social media browsing; 10 hours per day. they pretend not to be online but we found them streaming at night. and this worries me as a parent.,0,Medium
13,Female,Guardian,-0.216666667,35,2,6,tablet,It has become clear that he becomes very angry and cries for hours when we take the phone away; he's spending roughly 6 hours per day on apps. and this worries me as a parent.,0.055555556,High
13,Male,Mother,0.266666667,23,0,2,smartphone,"he child under my care uses social media for 2 hours per day, mostly for learning purposes. Routine and studies are not affected.",0,Low
14,Female,Mother,0.081666667,33,0,6,smartphone,It has become clear that uses smartphone forgaming and  social media browsing; roughly 6 hours per day. Als their grades dropped significantly. it has become a concern. and it is affecting daily life.,0,High
16,Female,Father,0.266666667,25,1,2,smartphone,"My daughter???????s social media usage stays around 2 hours per day, mostly on creative content and school-related groups. She manages homework and family time well",0.038461538,Low
12,Male,Father,0.033333333,26,1,2,laptop,"As a parent, I have observed that my counselor reports that their 12-year-old son spends about 2 hours per day on social media but doing homework.",0.037037037,Low
18,Male,Father,-0.1,29,1,3,smartphone,"As a parent, I have observed that shows withdrawal and aggression when challenged about screen time; spends roughly 3 hours per dayonline. and this worries me as a parent.",0.033333333,Medium
13,Female,Mother,-1,38,9,12,tablet,"Over the past few months, she cries non-stop if wi-fi is cut; used to be social, now online roughly 12  hours per day. and it seems unhealthy. Situation is escalating with isolation from family and responsibilities. ",0.236842105,High
10,Female,Mother,0.033333333,26,0,6,tablet,"My daughter spends about 6 hours per day on social media. she becomes restless and irritable when asked to stop, and his homework is often incomplete",0,High
12,Male,Mother,0.15,24,0,1,smartphone,"My son spends about 1 hours per day on social media, mainly to chat with his classmates.he finishes homework first and follows screen-time limits",0,Low
15,Male,Father,0.126666667,21,0,2,smartphone,"My son uses social media roughly 2 hours per day, mostly to watch educational videos. His studies and sleep are unaffected",0,Low
16,Male,Father,-0.283333333,40,4,8,laptop,"Over the past few months, he got into arguments and panic attacks when we tried to limit phone time; online use close to 8 hours per day. we have tried setting limits but it doesn't help. and it seems unhealthy.",0.097560976,High
17,Female,Mother,-0.141666667,30,3,7,smartphone,Lately I have noticed that my 17-year-old skips school or is frequently absent because of meeting people from social media. usage around 7 hours per day. and it seems unhealthy.,0.096774194,High
